City,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket,Month,Temperature,Humidity,Wind_Speed
Patna,2019-10-22,0.8964380373650528,0.4757085836390759,0.11041465766634521,0.34507362002983716,0.17756005905247618,0.2508059456067851,0.43850267379679153,1.0,1.0000000000000002,1.0,1.0,1.0,0.8197146562905318,Very Poor,10,0.3791348600508906,0.345,0.07865168539325842
Patna,2019-10-23,0.9319930182946539,0.4757085836390759,0.19069431051108968,0.3593435817603944,0.16091799758421688,0.2508059456067851,0.5668449197860964,1.0,0.8082508446446568,1.0,1.0,1.0,0.7652399481193255,Very Poor,10,0.45038167938931306,0.20750000000000002,0.25280898876404495
Patna,2019-10-24,0.8678647617816277,0.4757085836390759,0.2196239151398264,0.23688136472724916,0.13421017313112332,0.2508059456067851,0.6024955436720143,1.0,0.7589354513662501,1.0,1.0,1.0,0.8223086900129701,Very Poor,10,0.6106870229007635,0.40500000000000025,0.3651685393258427
Patna,2019-10-25,0.36337190510052364,0.4757085836390759,0.22251687560270006,0.1846014140234806,0.12481546101194471,0.2508059456067851,0.34224598930481287,1.0,0.7201707071305794,1.0,1.0,1.0,0.38910505836575876,Moderate,10,0.4885496183206107,0.30000000000000004,0.38764044943820225
Patna,2019-10-26,0.34805094059085917,0.4757085836390759,0.16972034715525552,0.1620289291042356,0.10025499932894913,0.2508059456067851,0.24598930481283424,1.0,0.7029814474542116,1.0,1.0,1.0,0.2594033722438392,Moderate,10,0.5623409669211197,0.28000000000000025,0.38202247191011235
Patna,2019-10-27,0.8807938457560281,0.4757085836390759,0.1730954676952748,0.15139132126872934,0.09864447725137565,0.2508059456067851,0.3101604278074867,1.0,0.7128208167862015,1.0,1.0,1.0,0.38132295719844356,Moderate,10,0.48600508905852413,0.5300000000000002,0.25280898876404495
Patna,2019-10-28,1.0,0.4757085836390759,0.27025072324011573,0.36232730103132904,0.18937055428801502,0.2508059456067851,0.5668449197860964,1.0,0.8009009543002789,1.0,1.0,1.0,0.9999999999999999,Severe,10,0.5419847328244275,0.15250000000000008,0.29775280898876405
Patna,2019-10-29,1.0,0.4757085836390759,0.43852459016393436,0.3387170007134981,0.23728358609582606,0.2508059456067851,0.7736185383244207,1.0,0.7486218955604294,1.0,1.0,1.0,0.9105058365758755,Very Poor,10,0.37150127226463103,0.3800000000000001,0.2191011235955056
Patna,2019-10-30,1.0,0.4757085836390759,0.507232401157184,0.3154958811701368,0.2560730103341833,0.2508059456067851,0.8163992869875224,1.0,0.7251496651058031,1.0,1.0,1.0,0.9105058365758755,Very Poor,10,0.6310432569974554,0.4375,0.2640449438202247
Patna,2019-10-31,1.0,0.4757085836390759,0.36523625843780133,0.29668547707076603,0.2030599919473896,0.2508059456067851,0.6024955436720143,1.0,0.8448817497480887,1.0,1.0,1.0,0.8638132295719844,Very Poor,10,0.43256997455470747,0.38250000000000006,0.19101123595505617
